Jan 26, 2018	SOBEYS COUNTRY	39.84		$5,843.79
Jan 23, 2018	OLYMPIA LIQUOR	87.65		$5,803.95
 Jan 22, 2018	SOBEYS COUNTRY	32.99		$5,716.30
 Jan 17, 2018	PETRO-CANADA	120.14		$5,683.31
 Jan 17, 2018	PETRO-CANADA	1.50		$5,563.17
 Jan 14, 2018	sobeys liquor	9.98		$5,561.67
 Jan 10, 2018	SOBEYS 5187	2.79		$5,951.69
 Jan 09, 2018	PETROCAN-987-897	45.00		$5,948.90
